id,userId,productVarianceId,quantity,orderDate
1,1222,1,1,2021-03-15
2,1222,1,1,2021-03-16
3,10156,1,1,2021-03-17
4,8428,1,1,2021-03-18
5,1680,1,1,2021-03-19
6,1637,1,1,2021-03-20
7,1680,1,1,2021-03-21
8,8428,1,1,2021-03-22
9,1680,1,1,2021-03-23
10,1637,1,1,2021-03-24
11,11755,1,1,2021-03-25
12,1637,1,1,2021-03-26
13,1073,1,1,2021-03-27
14,8017,1,1,2021-03-28
15,1269,1,1,2021-03-29
16,1073,1,1,2021-03-30
17,10493,1,1,2021-03-31
18,1269,1,1,2021-04-01
19,4978,1,1,2021-04-02
20,4936,1,1,2021-04-03
21,4134,1,1,2021-04-04
22,4936,1,1,2021-04-05
23,2028,1,1,2021-04-06
24,1092,1,1,2021-04-07
25,9353,1,1,2021-04-08
26,850,1,1,2021-04-09
27,10493,1,1,2021-04-10
28,1092,1,1,2021-04-11
29,1092,1,1,2021-04-12
30,4886,1,1,2021-04-13
31,5461,1,1,2021-04-14
32,4134,1,1,2021-04-15
33,4133,1,1,2021-04-16
34,4886,1,1,2021-04-17
35,4723,1,1,2021-04-18
36,11330,1,1,2021-04-19
37,10496,1,1,2021-04-20
38,4134,1,1,2021-04-21
39,2028,1,1,2021-04-22
40,11125,1,1,2021-04-23
41,157,1,1,2021-04-24
42,3868,1,1,2021-04-25
43,4689,1,1,2021-04-26
44,4133,1,1,2021-04-27
45,2028,1,1,2021-04-28
46,5699,1,1,2021-04-29
47,5068,1,1,2021-04-30
48,4565,1,1,2021-05-01
49,2003,1,1,2021-05-02
50,2808,1,1,2021-05-03
51,4978,1,1,2021-05-04
52,5431,1,1,2021-05-05
53,754,1,1,2021-05-06
54,5938,1,1,2021-05-07
55,1103,1,1,2021-05-08
56,4723,1,1,2021-05-09
57,5938,1,1,2021-05-10
58,2069,1,1,2021-05-11
59,3252,1,1,2021-05-12
60,4978,1,1,2021-05-13
61,2963,1,1,2021-05-14
62,9596,1,1,2021-05-15
63,2428,1,1,2021-05-16
64,5565,1,1,2021-05-17
65,2069,1,1,2021-05-18
66,4886,1,1,2021-05-19
67,100,1,1,2021-05-20
68,5050,1,1,2021-05-21
69,993,1,1,2021-05-22
70,2069,1,1,2021-05-23
71,5068,1,1,2021-05-24
72,993,1,1,2021-05-25
73,4860,1,1,2021-05-26
74,3221,1,1,2021-05-27
75,2963,1,1,2021-05-27
76,5068,1,1,2021-05-28
77,5975,1,1,2021-05-29
78,850,1,1,2021-05-30
79,1820,1,1,2021-05-31
80,8097,1,1,2021-06-02
81,4133,1,1,2021-06-03
82,5431,1,1,2021-06-04
83,5137,1,1,2021-06-05
84,681,1,1,2021-06-06
85,3868,1,1,2021-06-07
86,6587,1,1,2021-06-08
87,5699,1,1,2021-06-09
88,6492,1,1,2021-06-10
89,2294,1,1,2021-06-11
90,2126,1,1,2021-06-12
91,5265,1,1,2021-06-13
92,754,1,1,2021-06-14
93,681,1,1,2021-06-15
94,9353,1,1,2021-06-16
95,6756,1,1,2021-06-17
96,9366,1,1,2021-06-18
97,2753,1,1,2021-06-19
98,1839,1,1,2021-06-20
99,2268,1,1,2021-06-21
100,6567,1,1,2021-06-22
101,4900,1,1,2021-06-23
102,1094,1,1,2021-06-24
103,11125,1,1,2021-06-25
104,873,1,1,2021-06-26
105,1820,1,1,2021-06-27
106,9244,1,1,2021-06-28
107,157,1,1,2021-06-29
108,6587,1,1,2021-06-30
109,2069,1,1,2021-07-01
110,7661,1,1,2021-07-02
111,100,1,1,2021-07-03
112,3252,1,1,2021-07-04
113,11125,1,1,2021-07-05
114,7748,1,1,2021-07-06
115,2126,1,1,2021-07-07
116,3024,1,1,2021-07-08
117,287,1,1,2021-07-09
118,4635,1,1,2021-07-10
119,1413,1,1,2021-07-11
120,1413,1,1,2021-07-12
121,2294,1,1,2021-07-13
122,3024,1,1,2021-07-14
123,6229,1,1,2021-07-15
124,239,1,1,2021-07-16
125,3562,1,1,2021-07-17
126,1172,1,1,2021-07-17
127,1287,1,1,2021-07-18
128,2800,1,1,2021-07-19
129,4565,1,1,2021-07-20
130,9525,1,1,2021-07-21
131,2800,1,1,2021-07-22
132,1786,1,1,2021-07-23
133,42,1,1,2021-07-24
134,9815,1,1,2021-07-25
135,3778,1,1,2021-07-26
136,3886,1,1,2021-07-27
137,10627,1,1,2021-07-27
138,6492,1,1,2021-07-28
139,2779,1,1,2021-07-29
140,975,1,1,2021-07-30
141,9244,1,1,2021-07-31
142,1172,1,1,2021-08-01
143,2416,1,1,2021-08-02
144,6885,1,1,2021-08-02
145,7436,1,1,2021-08-03
146,5265,1,1,2021-08-03
147,5546,1,1,2021-08-04
148,1800,1,1,2021-08-05
149,2673,1,1,2021-08-06
150,10223,1,1,2021-08-07
151,3880,1,1,2021-08-07
152,993,1,1,2021-08-08
153,3699,1,1,2021-08-08
154,4858,1,1,2021-08-09
155,239,1,1,2021-08-10
156,3341,1,1,2021-08-11
157,2428,1,1,2021-08-12
158,4864,1,1,2021-08-13
159,4860,1,1,2021-08-14
160,2069,1,1,2021-08-15
161,8620,1,1,2021-08-16
162,287,1,1,2021-08-17
163,2126,1,1,2021-08-17
164,7275,1,1,2021-08-17
165,2028,1,1,2021-08-18
166,4997,1,1,2021-08-19
167,1103,1,1,2021-08-19
168,6039,1,1,2021-08-20
169,314,1,1,2021-08-21
170,273,1,1,2021-08-21
171,2806,1,1,2021-08-22
172,5147,1,1,2021-08-22
173,8085,1,1,2021-08-23
174,3028,1,1,2021-08-23
175,9244,1,1,2021-08-24
176,1786,1,1,2021-08-24
177,2963,1,1,2021-08-25
178,3650,1,1,2021-08-25
179,484,1,1,2021-08-26
180,3650,1,1,2021-08-27
181,5801,1,1,2021-08-27
182,1174,1,1,2021-08-28
183,656,1,1,2021-08-28
184,3501,1,1,2021-08-28
185,1952,1,1,2021-08-29
186,9092,1,1,2021-08-30
187,470,1,1,2021-08-30
188,2609,1,1,2021-08-31
189,8115,1,1,2021-08-31
190,2056,1,1,2021-09-02
191,458,1,1,2021-09-07
192,4997,1,1,2021-09-09
193,2294,1,1,2021-09-13
194,1786,1,1,2021-09-14
195,2844,1,1,2021-09-15
196,6078,1,1,2021-09-17
197,4980,1,1,2021-09-18
198,5050,1,1,2021-09-19
199,157,1,1,2021-09-22
200,1287,1,1,2021-09-26
201,2977,1,1,2021-09-28
202,1890,1,1,2021-09-28
203,524,1,1,2021-09-29
204,2210,1,1,2021-09-30
205,3028,1,1,2021-10-01
206,2344,1,1,2021-10-03
207,2779,1,1,2021-10-03
208,2728,1,1,2021-10-04
209,8331,1,1,2021-10-04
210,4954,1,1,2021-10-05
211,2210,1,1,2021-10-07
212,79,1,1,2021-10-08
213,524,1,1,2021-10-08
214,1887,1,1,2021-10-09
215,923,1,1,2021-10-09
216,470,1,1,2021-10-10
217,2416,1,1,2021-10-11
218,1786,1,1,2021-10-12
219,4900,1,1,2021-10-13
220,5147,1,1,2021-10-14
221,2210,1,1,2021-10-14
222,7697,1,1,2021-10-15
223,6039,1,1,2021-10-16
224,6088,1,1,2021-10-17
225,2194,1,1,2021-10-17
226,1294,1,1,2021-10-17
227,6438,1,1,2021-10-18
228,7325,1,1,2021-10-18
229,11395,1,1,2021-10-19
230,5975,1,1,2021-10-19
231,1995,1,1,2021-10-19
232,3301,1,1,2021-10-20
233,1065,1,1,2021-10-21
234,3682,1,1,2021-10-21
235,873,1,1,2021-10-22
236,4635,1,1,2021-10-22
237,484,1,1,2021-10-23
238,1422,1,1,2021-10-24
239,6088,1,1,2021-10-25
240,79,1,1,2021-10-26
241,239,1,1,2021-10-26
242,3672,1,1,2021-10-27
243,4864,1,1,2021-10-28
244,5193,1,1,2021-10-29
245,6881,1,1,2021-10-30
246,4152,1,1,2021-10-31
247,5388,1,1,2021-10-31
248,1637,1,1,2021-11-01
249,8830,1,1,2021-11-02
250,10537,1,1,2021-11-03
251,1792,1,1,2021-11-04
252,5182,1,1,2021-11-05
253,4977,1,1,2021-11-06
254,3341,1,1,2021-11-06
255,42,1,1,2021-11-06
256,5807,1,1,2021-11-07
257,8311,1,1,2021-11-08
258,3191,1,1,2021-11-09
259,1752,1,1,2021-11-10
260,3597,1,1,2021-11-10
261,5913,1,1,2021-11-11
262,1558,1,1,2021-11-12
263,1950,1,1,2021-11-12
264,811,1,1,2021-11-12
265,2648,1,1,2021-11-13
266,719,1,1,2021-11-14
267,1172,1,1,2021-11-14
268,1990,1,1,2021-11-16
269,5193,1,1,2021-11-16
270,8611,1,1,2021-11-16
271,975,1,1,2021-11-16
272,3609,1,1,2021-11-16
273,3641,1,1,2021-11-17
274,6229,1,1,2021-11-18
275,1752,1,1,2021-11-18
276,1887,1,1,2021-11-18
277,254,1,1,2021-11-18
278,5147,1,1,2021-11-18
279,6364,1,1,2021-11-19
280,287,1,1,2021-11-20
281,2905,1,1,2021-11-20
282,3609,1,1,2021-11-21
283,273,1,1,2021-11-22
284,3778,1,1,2021-11-23
285,450,1,1,2021-11-24
286,9522,1,1,2021-11-24
287,5901,1,1,2021-11-24
288,4860,1,1,2021-11-24
289,2268,1,1,2021-11-25
290,716,1,1,2021-11-25
291,5361,1,1,2021-11-26
292,3520,1,1,2021-11-26
293,10989,1,1,2021-11-27
294,740,1,1,2021-11-27
295,4689,1,1,2021-11-27
296,3597,1,1,2021-11-28
297,6826,1,1,2021-11-28
298,8369,1,1,2021-11-28
299,3650,1,1,2021-11-29
300,118,1,1,2021-11-29
301,6324,1,1,2021-11-29
302,438,1,1,2021-11-30
303,9806,1,1,2021-11-30
304,6039,1,1,2021-11-30
305,5137,1,1,2021-12-01
306,919,1,1,2021-12-02
307,1106,1,1,2021-12-03
308,5182,1,1,2021-12-04
309,573,1,1,2021-12-05
310,9915,1,1,2021-12-06
311,2808,1,1,2021-12-07
312,10136,1,1,2021-12-08
313,2412,1,1,2021-12-09
314,2932,1,1,2021-12-10
315,3119,1,1,2021-12-11
316,438,1,1,2021-12-12
317,7541,1,1,2021-12-13
318,6211,1,1,2021-12-14
319,3746,1,1,2021-12-15
320,3744,1,1,2021-12-16
321,3397,1,1,2021-12-17
322,312,1,1,2021-12-18
323,7558,1,1,2021-12-19
324,254,1,1,2021-12-20
325,5746,1,1,2021-12-21
326,3301,1,1,2021-12-22
327,1174,1,1,2021-12-23
328,723,1,1,2021-12-24
329,6579,1,1,2021-12-25
330,3822,1,1,2021-12-26
331,895,1,1,2021-12-27
332,1153,1,1,2021-12-28
333,5546,1,1,2021-12-29
334,273,1,1,2021-12-30
335,2809,1,1,2021-12-31
336,664,1,1,2022-01-01
337,8951,1,1,2022-01-02
338,2933,1,1,2022-01-03
339,2830,1,1,2022-01-04
340,458,1,1,2022-01-05
341,2354,1,1,2022-01-06
342,2441,1,1,2022-01-07
343,4229,1,1,2022-01-08
344,9522,1,1,2022-01-09
345,10673,1,1,2022-01-10
346,2673,1,1,2022-01-11
347,4977,1,1,2022-01-12
348,6961,1,1,2022-01-13
349,5901,1,1,2022-01-14
350,1065,1,1,2022-01-15
351,2933,1,1,2022-01-16
352,2083,1,1,2022-01-17
353,9092,1,1,2022-01-18
354,1045,1,1,2022-01-19
355,791,1,1,2022-01-20
356,719,1,1,2022-01-21
357,6751,1,1,2022-01-22
358,3089,1,1,2022-01-23
359,2056,1,1,2022-01-24
360,3038,1,1,2022-01-25
361,1549,1,1,2022-01-26
362,1558,1,1,2022-01-27
363,3880,1,1,2022-01-28
364,4997,1,1,2022-01-29
365,2401,1,1,2022-01-30
366,1045,1,1,2022-01-31
367,2428,1,1,2022-02-01
368,3927,1,1,2022-02-02
369,8691,1,1,2022-02-03
370,2977,1,1,2022-02-04
371,1174,1,1,2022-02-05
372,2479,1,1,2022-02-06
373,7919,1,1,2022-02-07
374,458,1,1,2022-02-08
375,6941,1,1,2022-02-09
376,2933,1,1,2022-02-10
377,5807,1,1,2022-02-11
378,6028,1,1,2022-02-12
379,3771,1,1,2022-02-13
380,742,1,1,2022-02-14
381,3221,1,1,2022-02-15
382,3367,1,1,2022-02-16
383,410,1,1,2022-02-17
384,698,1,1,2022-02-18
385,7983,1,1,2022-02-19
386,664,1,1,2022-02-20
387,3264,1,1,2022-02-21
388,3937,1,1,2022-02-22
389,6364,1,1,2022-02-22
390,4749,1,1,2022-02-23
391,2779,1,1,2022-02-24
392,2230,1,1,2022-02-25
393,2741,1,1,2022-02-26
394,3120,1,1,2022-02-27
395,5546,1,1,2022-02-28
396,402,1,1,2022-03-02
397,1890,1,1,2022-03-02
398,7121,1,1,2022-03-03
399,8301,1,1,2022-03-04
400,3641,1,1,2022-03-05
401,2609,1,1,2022-03-06
402,6396,1,1,2022-03-06
403,2741,1,1,2022-03-07
404,2056,1,1,2022-03-07
405,5098,1,1,2022-03-08
406,1100,1,1,2022-03-08
407,791,1,1,2022-03-09
408,10658,1,1,2022-03-10
409,6084,1,1,2022-03-11
410,4749,1,1,2022-03-12
411,3410,1,1,2022-03-13
412,6649,1,1,2022-03-13
413,1523,1,1,2022-03-13
414,6851,1,1,2022-03-14
415,3818,1,1,2022-03-14
416,4213,1,1,2022-03-15
417,7568,1,1,2022-03-16
418,3886,1,1,2022-03-16
419,10353,1,1,2022-03-16
420,5461,1,1,2022-03-17
421,1737,1,1,2022-03-17
422,4213,1,1,2022-03-18
423,8691,1,1,2022-03-19
424,1805,1,1,2022-03-19
425,4488,1,1,2022-03-20
426,2849,1,1,2022-03-20
427,3721,1,1,2022-03-20
428,4260,1,1,2022-03-21
429,413,1,1,2022-03-21
430,8813,1,1,2022-03-21
431,3778,1,1,2022-03-22
432,1121,1,1,2022-03-22
433,10245,1,1,2022-03-22
434,9283,1,1,2022-03-22
435,1042,1,1,2022-03-23
436,2951,1,1,2022-03-23
437,4213,1,1,2022-03-24
438,2849,1,1,2022-03-24
439,8221,1,1,2022-03-24
440,5299,1,1,2022-03-24
441,2806,1,1,2022-03-24
442,4977,1,1,2022-03-25
443,3927,1,1,2022-03-25
444,3641,1,1,2022-03-25
445,1045,1,1,2022-03-26
446,3721,1,1,2022-03-26
447,3038,1,1,2022-03-26
448,9200,1,1,2022-03-26
449,312,1,1,2022-03-27
450,2627,1,1,2022-03-27
451,3341,1,1,2022-03-27
452,3277,1,1,2022-03-27
453,2230,1,1,2022-03-27
454,4573,1,1,2022-03-28
455,8200,1,1,2022-03-28
456,2412,1,1,2022-03-28
457,4808,1,1,2022-03-28
458,5388,1,1,2022-03-28
459,10189,1,1,2022-03-29
460,6650,1,1,2022-03-29
461,10066,1,1,2022-03-30
462,42,1,1,2022-03-31
463,3906,1,1,2022-04-01
464,3724,1,1,2022-04-01
465,8617,1,1,2022-04-01
466,721,1,1,2022-04-01
467,9273,1,1,2022-04-02
468,3200,1,1,2022-04-02
469,5397,1,1,2022-04-02
470,1153,1,1,2022-04-02
471,7126,1,1,2022-04-02
472,1937,1,1,2022-04-02
473,6461,1,1,2022-04-02
474,283,1,1,2022-04-02
475,6438,1,1,2022-04-03
476,3721,1,1,2022-04-04
477,742,1,1,2022-04-05
478,4528,1,1,2022-04-05
479,4597,1,1,2022-04-05
480,1906,1,1,2022-04-06
481,6579,1,1,2022-04-06
482,6528,1,1,2022-04-07
483,1308,1,1,2022-04-08
484,2025,1,1,2022-04-08
485,3494,1,1,2022-04-08
486,5892,1,1,2022-04-09
487,1799,1,1,2022-04-09
488,7981,1,1,2022-04-10
489,5936,1,1,2022-04-10
490,5565,1,1,2022-04-10
491,1490,1,1,2022-04-10
492,4808,1,1,2022-04-10
493,7846,1,1,2022-04-10
494,2996,1,1,2022-04-10
495,4729,1,1,2022-04-11
496,5710,1,1,2022-04-11
497,5299,1,1,2022-04-11
498,5048,1,1,2022-04-11
499,2479,1,1,2022-04-11
500,6687,1,1,2022-04-12
501,3403,1,1,2022-04-12
502,4170,1,1,2022-04-12
503,314,1,1,2022-04-12
504,1490,1,1,2022-04-12
505,2426,1,1,2022-04-12
506,1950,1,1,2022-04-13
507,1121,1,1,2022-04-13
508,54,1,1,2022-04-14
509,2122,1,1,2022-04-14
510,5975,1,1,2022-04-14
511,8727,1,1,2022-04-14
512,8327,1,1,2022-04-15
513,4954,1,1,2022-04-16
514,5099,1,1,2022-04-17
515,3771,1,1,2022-04-17
516,5671,1,1,2022-04-17
517,3322,1,1,2022-04-17
518,4729,1,1,2022-04-17
519,1100,1,1,2022-04-18
520,8727,1,1,2022-04-18
521,2083,1,1,2022-04-18
522,1073,1,1,2022-04-18
523,3880,1,1,2022-04-18
524,1089,1,1,2022-04-18
525,1855,1,1,2022-04-18
526,811,1,1,2022-04-19
527,2025,1,1,2022-04-19
528,4344,1,1,2022-04-19
529,2478,1,1,2022-04-19
530,283,1,1,2022-04-19
531,490,1,1,2022-04-19
532,8128,1,1,2022-04-20
533,1152,1,1,2022-04-21
534,8830,1,1,2022-04-21
535,5193,1,1,2022-04-22
536,1937,1,1,2022-04-22
537,6572,1,1,2022-04-22
538,254,1,1,2022-04-22
539,8221,1,1,2022-04-22
540,1152,1,1,2022-04-23
541,2905,1,1,2022-04-23
542,6370,1,1,2022-04-23
543,4724,1,1,2022-04-23
544,1937,1,1,2022-04-23
545,2056,1,1,2022-04-23
546,9623,1,1,2022-04-23
547,2739,1,1,2022-04-24
548,2177,1,1,2022-04-24
549,1458,1,1,2022-04-24
550,4067,1,1,2022-04-24
551,6687,1,1,2022-04-25
552,6552,1,1,2022-04-26
553,2951,1,1,2022-04-26
554,2143,1,1,2022-04-26
555,9307,1,1,2022-04-26
556,11066,1,1,2022-04-26
557,100,1,1,2022-04-26
558,4573,1,1,2022-04-27
559,7983,1,1,2022-04-27
560,6211,1,1,2022-04-27
561,79,1,1,2022-04-27
562,1569,1,1,2022-04-27
563,3927,1,1,2022-04-27
564,3200,1,1,2022-04-28
565,4565,1,1,2022-04-28
566,2339,1,1,2022-04-29
567,1792,1,1,2022-04-29
568,3397,1,1,2022-04-29
569,919,1,1,2022-04-29
570,3216,1,1,2022-04-29
571,975,1,1,2022-04-29
572,4063,1,1,2022-04-29
573,4274,1,1,2022-04-29
574,10085,1,1,2022-04-30
575,4858,1,1,2022-04-30
576,3937,1,1,2022-05-01
577,266,1,1,2022-05-01
